"","ST_CASE","OBJECT_ID","FID","LATITUDE","LONGITUD","PERMVIT","PERSONS","MONTH","DAY_WEEK","HOUR","ROUTE","SP_JUR","HARM_EV","RELJCT1","RELJCT2","TYP_INT","WRK_ZONE","REL_ROAD","LGT_COND","WEATHER","FATALS","STATE","A_RU","A_INTER","A_TOD","A_DOW","A_CT","A_MC","A_SPCRA","A_PED","A_ROLL","A_POLPUR","A_POSBAC","A_D15_20","A_D65PLS","A_D21_24","A_HR","A_DIST","A_DROWSY","STATE_NAME","drunkDr"
"122",10123,1,20729,34.22031111,-86.82949444,3,3,3,2,7,4,0,12,0,2,2,0,1,1,1,1,1,1,2,1,1,2,2,2,2,1,2,2,2,1,2,2,2,2,"Alabama",0
"123",10124,1,19838,34.67851667,-86.74731667,1,1,3,2,10,6,0,8,0,3,2,0,1,1,1,1,1,2,2,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,"Alabama",0
"124",10125,1,25694,32.26903333,-85.01148611,4,4,3,3,15,4,0,38,0,1,1,0,5,1,1,2,1,1,2,1,1,1,2,2,2,2,2,2,1,2,2,2,2,2,"Alabama",0
"125",10126,1,26671,31.31268333,-85.92972222,2,2,3,5,12,3,0,12,0,1,1,0,1,1,1,1,1,1,2,1,1,2,2,2,2,1,2,3,2,2,2,2,2,2,"Alabama",0
"126",10127,1,26525,31.48936944,-85.91373056,5,5,3,6,21,3,0,12,0,2,2,0,1,6,10,2,1,1,2,2,2,2,2,2,2,2,2,3,2,1,1,2,2,2,"Alabama",0
"127",10128,1,25028,32.65625,-87.87543889,1,1,3,6,21,4,0,8,0,1,1,0,1,2,1,1,1,1,2,2,2,1,2,1,1,2,2,3,2,2,2,1,2,2,"Alabama",0
"128",10129,1,20184,34.49746111,-85.85248056,3,3,3,3,7,6,0,12,0,2,3,0,1,1,1,1,1,1,2,1,1,2,2,2,2,2,2,3,2,2,1,2,2,2,"Alabama",0
"129",10130,1,27190,30.69029167,-88.02360278,3,3,3,3,8,2,0,12,0,1,1,0,1,1,10,1,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,"Alabama",0
"130",10131,1,21452,34.004025,-87.74586944,2,2,3,3,19,4,0,8,0,1,1,0,1,2,1,1,1,1,2,2,1,1,2,2,1,2,2,2,2,2,2,2,2,2,"Alabama",0
"131",10132,1,19740,34.72875556,-86.75015278,3,3,3,5,4,6,0,12,0,2,2,0,1,3,1,1,1,2,2,2,1,2,2,2,2,2,2,3,2,2,2,2,2,1,"Alabama",0
"132",10133,1,26906,31.00971111,-88.15887222,2,2,3,5,8,4,0,12,0,8,1,0,1,1,10,1,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,"Alabama",0
"133",10134,1,21272,34.05098889,-86.18392778,2,2,3,6,23,2,0,12,0,2,3,0,1,2,10,1,1,1,2,2,2,2,2,2,2,2,2,3,1,2,2,2,2,2,"Alabama",0
"134",10135,1,22704,33.650575,-85.74323889,3,3,3,6,21,4,0,12,0,1,1,0,1,2,10,1,1,1,2,2,2,3,2,1,2,2,2,1,2,2,2,2,2,2,"Alabama",1
"135",10136,1,23227,33.48036667,-87.59326389,2,2,3,7,4,4,0,42,0,1,1,0,4,2,1,1,1,1,2,2,2,1,2,2,2,2,2,1,2,2,1,2,2,2,"Alabama",1
"136",10137,1,23260,33.47045,-86.87328889,2,2,3,2,19,6,0,8,0,1,1,0,1,5,1,1,1,2,2,2,1,1,2,2,1,2,2,2,2,2,1,2,2,2,"Alabama",0
"137",10138,1,21840,33.90453611,-86.02566667,4,4,4,6,19,3,0,12,0,1,1,0,1,2,1,1,1,2,2,2,2,3,2,2,2,1,2,3,1,1,2,2,2,2,"Alabama",0
"138",10139,1,20751,34.21063056,-86.88754444,4,4,4,6,11,3,0,12,0,1,1,0,1,1,10,1,1,2,2,1,1,3,2,2,2,1,2,3,2,2,1,2,2,2,"Alabama",0
"139",10140,1,23616,33.32356944,-86.61827778,3,3,4,7,18,4,0,12,0,1,1,0,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,"Alabama",1
"140",10141,1,26756,31.19800278,-87.31778056,14,14,4,5,16,1,0,12,0,1,1,0,1,1,1,1,1,1,1,1,1,3,2,2,2,2,2,3,2,2,1,2,2,2,"Alabama",0
"141",10142,1,26866,31.06918889,-85.26763889,2,2,3,7,20,4,0,42,0,1,1,0,5,2,1,2,1,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,"Alabama",1
"142",10143,1,25614,32.32344444,-86.23832778,2,2,3,2,0,6,0,12,0,2,2,0,1,3,1,1,1,2,2,2,2,2,1,2,2,2,2,1,1,2,2,2,2,2,"Alabama",2
"143",10144,1,25515,32.36861667,-86.35498056,4,4,3,3,19,6,0,12,0,3,2,0,1,3,1,1,1,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,"Alabama",1
"144",10145,1,21475,33.996975,-86.09063611,3,3,3,3,20,3,0,12,1,2,2,1,1,3,1,1,1,2,2,2,1,2,1,2,2,2,1,3,2,2,2,2,2,2,"Alabama",0
"145",10146,1,20233,34.47056667,-85.78625,4,4,3,7,20,6,0,12,0,1,1,0,1,2,1,1,1,1,2,2,2,3,2,2,2,2,2,1,2,2,2,1,2,2,"Alabama",1
"146",10147,1,26122,31.90763611,-87.81741111,2,2,4,4,16,4,0,12,0,1,1,0,1,1,1,1,1,1,2,1,1,2,2,1,2,1,2,2,2,2,2,2,2,2,"Alabama",0
"147",10148,1,19321,34.91848333,-85.64063611,2,2,4,6,8,4,0,8,0,1,1,0,4,1,1,1,1,1,2,1,1,1,2,2,1,2,2,2,2,2,2,1,2,2,"Alabama",0
"148",10149,1,19420,34.87791389,-87.71029444,1,1,4,6,19,3,0,42,0,1,1,0,4,5,10,1,1,1,2,2,2,1,2,1,2,2,2,1,2,2,2,2,2,2,"Alabama",1
"149",10150,1,19920,34.63410278,-85.93313056,2,2,4,1,11,3,0,12,0,1,1,0,1,1,1,1,1,1,2,1,2,2,2,2,2,2,2,3,2,1,2,2,2,2,"Alabama",0
"150",10151,1,25698,32.26690278,-85.95272222,1,1,4,7,15,3,0,34,0,1,1,0,4,1,1,1,1,1,2,1,2,1,2,2,2,2,2,1,2,1,2,2,2,2,"Alabama",1
"151",10152,1,23084,33.52636111,-87.47221944,2,2,4,2,6,3,0,12,0,1,1,0,1,4,10,1,1,1,2,1,1,2,2,2,2,1,2,3,2,2,2,2,2,2,"Alabama",0
"152",10153,1,25299,32.47788056,-86.19813611,6,6,4,2,17,2,0,12,0,1,1,0,1,1,2,1,1,1,2,1,1,3,2,2,2,2,2,3,2,1,1,2,2,2,"Alabama",0
"153",10154,1,22420,33.73637778,-86.86807222,1,1,2,2,11,4,0,21,0,1,1,0,4,1,2,1,1,2,2,1,1,1,2,2,2,2,2,3,2,2,2,2,2,2,"Alabama",0
"154",10155,1,22821,33.61813611,-86.685,3,3,3,2,20,3,0,33,0,1,1,0,4,2,1,1,1,2,2,2,1,2,2,2,2,1,2,3,2,2,1,2,2,2,"Alabama",0
"155",10156,1,27002,30.87624722,-88.04591944,1,1,4,6,13,1,0,52,0,1,1,0,4,1,1,1,1,2,1,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,"Alabama",0
"156",10157,1,25529,32.36128333,-86.32179722,2,2,3,6,5,1,0,25,0,1,1,0,3,3,1,1,1,2,1,2,1,2,2,2,2,1,2,3,2,2,2,2,2,2,"Alabama",0
"157",10158,1,23206,33.48549444,-87.03136944,3,3,4,2,17,4,0,12,0,1,1,0,1,5,2,1,1,1,2,1,1,2,2,2,2,2,2,3,1,2,2,2,2,2,"Alabama",0
"158",10159,1,22315,33.76413611,-87.27437778,1,1,2,5,11,3,0,42,0,1,1,0,4,1,1,1,1,1,2,1,1,1,2,2,2,2,2,3,2,2,2,2,2,2,"Alabama",0
"159",10160,1,23445,33.408075,-86.93732778,1,1,3,7,22,6,0,8,0,3,3,0,1,3,1,1,1,2,2,2,2,1,2,2,1,2,2,3,2,2,2,2,2,2,"Alabama",0
"160",10161,1,26212,31.83838056,-85.99281389,3,3,3,2,15,2,0,12,0,2,3,0,1,1,1,1,1,2,2,1,1,2,2,2,2,1,2,3,2,1,2,2,2,2,"Alabama",0
"161",10162,1,25266,32.49611111,-85.01460278,1,1,4,5,6,6,0,8,0,2,3,0,1,2,1,1,1,2,2,1,1,1,2,2,1,2,2,3,2,2,2,1,2,2,"Alabama",0
"162",10163,1,25597,32.32692222,-86.28206944,2,2,4,7,5,2,0,12,0,2,2,0,1,3,10,1,1,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,"Alabama",0
"163",10164,1,26887,31.04196944,-87.03546944,2,2,4,2,14,4,0,42,0,1,1,0,4,1,1,1,1,1,2,1,1,1,2,1,2,2,2,3,2,2,2,2,2,2,"Alabama",0
"164",10165,1,21134,34.08569167,-86.79316389,3,3,4,2,14,2,0,12,0,1,1,0,1,1,2,2,1,1,2,1,1,2,2,1,2,2,2,3,2,1,2,2,2,2,"Alabama",0
"165",10166,1,25087,32.61595,-85.49899167,1,1,4,6,3,6,0,42,0,3,3,0,4,3,10,1,1,2,2,2,1,1,2,1,2,2,2,1,2,2,1,2,2,2,"Alabama",1
"166",10167,1,23855,33.17655278,-87.30551667,1,1,4,7,23,4,0,53,0,1,1,0,4,2,10,1,1,1,2,2,2,1,2,1,2,2,2,1,2,2,1,2,1,2,"Alabama",1
"167",10168,1,25164,32.56443611,-85.93123889,2,2,4,1,0,3,0,42,0,3,3,0,4,2,1,1,1,2,2,2,2,1,2,2,2,2,2,3,2,2,2,2,2,2,"Alabama",1
"168",10169,1,19406,34.88471111,-86.73896944,3,3,4,2,12,3,0,12,0,2,2,0,1,1,2,1,1,1,2,1,1,2,2,2,2,2,2,3,1,2,1,2,2,2,"Alabama",0
"169",10170,1,25651,32.29946111,-85.18006944,4,4,4,4,20,2,0,12,0,2,2,0,1,3,1,1,1,1,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,"Alabama",0
"170",10171,1,26831,31.10145278,-85.51632778,2,2,4,5,5,4,0,12,0,1,1,0,1,2,5,1,1,1,2,2,1,2,1,2,2,2,2,2,2,1,2,2,2,2,"Alabama",0
"171",10172,1,23472,33.40058333,-88.14174167,16,16,4,6,15,4,0,12,0,2,2,0,1,1,1,1,1,1,2,1,1,2,2,2,2,2,2,3,2,2,2,2,2,2,"Alabama",0
"172",10173,1,26220,31.833975,-85.77583333,5,5,4,7,23,2,0,12,0,1,1,0,1,2,1,1,1,1,2,2,2,2,2,2,2,1,2,1,2,2,1,2,2,2,"Alabama",1
"173",10174,1,23946,33.11793333,-86.23954167,2,2,4,4,5,3,0,12,0,8,1,0,1,2,1,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,"Alabama",0
"174",10175,1,23890,33.15340556,-86.65777222,2,2,4,4,11,3,0,42,0,1,1,0,4,1,1,1,1,1,2,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,"Alabama",0
"175",10176,1,20844,34.18084444,-85.76155278,1,1,4,5,7,3,0,30,0,3,3,0,4,1,10,1,1,1,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,"Alabama",0
"176",10177,1,26354,31.70562778,-85.59275278,4,4,4,5,20,3,0,12,0,8,1,0,1,3,2,1,1,1,2,2,1,2,2,2,2,2,2,3,2,2,2,2,2,2,"Alabama",0
"177",10178,1,23523,33.38305,-86.94081111,1,1,4,7,21,3,0,8,0,1,1,0,1,2,2,1,1,2,2,2,2,1,2,2,1,2,2,3,2,2,2,1,2,2,"Alabama",0
"178",10179,1,20573,34.27261667,-86.19847778,2,2,4,7,10,2,0,12,0,2,2,0,1,1,10,1,1,2,2,1,2,2,1,2,2,2,2,3,2,1,2,2,2,2,"Alabama",0
"179",10180,1,24954,32.68974444,-86.79486389,5,5,4,7,20,2,0,12,0,1,1,0,1,2,10,2,1,1,2,2,2,3,2,2,2,2,2,2,1,2,2,2,2,2,"Alabama",0
"180",10181,1,22332,33.760725,-85.69259167,1,1,4,1,3,3,0,32,0,1,1,0,4,2,10,1,1,1,2,2,2,1,2,1,2,1,2,2,1,2,2,2,1,2,"Alabama",0
"181",10182,1,22158,33.80746944,-86.48646944,2,2,4,1,9,4,0,12,0,2,3,0,1,1,10,1,1,1,2,1,2,2,2,1,2,2,2,3,2,1,2,2,2,2,"Alabama",0
"182",10183,1,25401,32.43308333,-87.04990278,1,1,4,6,20,2,0,8,0,1,1,0,1,3,10,1,1,2,2,2,2,1,2,2,1,2,2,3,2,2,1,2,2,2,"Alabama",0
"183",10184,1,20603,34.26499167,-86.84061944,1,1,4,3,15,4,0,32,0,1,1,0,4,1,1,1,1,1,2,1,1,1,2,1,2,1,2,1,2,2,2,2,2,2,"Alabama",1
"184",10185,1,23485,33.39529167,-86.95479167,1,1,4,4,14,3,0,10,0,6,1,0,1,1,1,1,1,2,2,1,1,1,2,2,2,2,2,3,1,2,2,2,2,2,"Alabama",0
"185",10186,1,21841,33.90451667,-86.43398333,3,3,4,6,13,4,0,35,0,1,1,0,4,1,1,1,1,1,2,1,1,1,2,1,2,1,2,2,2,1,2,2,2,2,"Alabama",0
"186",10187,1,23940,33.12183611,-87.44465556,2,2,4,6,20,4,0,42,0,1,1,0,4,2,1,1,1,1,2,2,2,1,2,1,2,2,2,1,2,2,2,2,2,2,"Alabama",1
"187",10188,1,22870,33.60119722,-86.57146667,4,4,4,7,12,4,0,12,0,1,1,0,1,1,1,1,1,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,"Alabama",1
"188",10189,1,19513,34.83090556,-85.76291667,3,3,4,1,10,3,0,12,0,1,1,0,1,1,1,1,1,1,2,1,2,2,2,2,2,1,2,2,1,1,2,2,2,1,"Alabama",0
"189",10190,1,26359,31.69793611,-86.7433,6,6,4,4,13,1,0,12,0,1,1,0,1,1,1,1,1,1,1,1,1,2,2,1,2,1,2,3,2,1,2,2,2,2,"Alabama",0
"190",10191,1,26757,31.19613611,-87.32029167,2,2,4,7,4,1,0,1,0,1,1,0,3,2,2,1,1,1,1,2,2,1,2,2,2,1,2,1,2,2,2,2,2,2,"Alabama",1
"191",10192,1,25522,32.36698056,-86.14332222,1,1,4,3,8,1,0,1,0,1,1,0,3,1,1,1,1,2,1,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,"Alabama",0
"192",10193,1,19616,34.78567778,-86.44812778,4,4,4,6,11,4,0,12,0,1,1,0,1,1,2,1,1,1,2,1,1,2,2,2,2,2,2,3,1,1,2,2,2,2,"Alabama",0
"193",10194,1,27738,30.36303056,-87.59561389,2,2,4,6,18,4,0,12,0,2,3,0,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,"Alabama",1
"194",10195,1,23076,33.528825,-86.74684444,3,3,4,4,9,6,0,12,0,2,2,0,1,1,1,2,1,2,2,1,1,2,2,1,2,2,2,3,2,1,2,2,2,2,"Alabama",1
"195",10196,1,21163,34.07541667,-85.64501944,1,1,4,6,20,4,0,42,0,1,1,1,4,2,10,1,1,1,2,2,2,1,2,2,2,1,2,1,2,2,2,2,2,2,"Alabama",1
"196",10197,1,23862,33.17261667,-87.477725,2,2,4,7,20,2,0,12,0,8,1,0,1,3,10,1,1,2,2,2,2,2,1,2,2,2,2,1,2,2,1,2,2,2,"Alabama",1
"197",10198,1,24929,32.698575,-85.84709722,3,3,4,2,9,4,0,12,0,2,2,0,1,1,1,1,1,1,2,1,1,2,2,2,2,2,2,3,2,1,2,2,2,2,"Alabama",0
"198",10199,1,21115,34.08930556,-86.65215556,5,5,4,2,10,4,0,12,0,1,1,0,1,1,10,2,1,1,2,1,1,2,2,2,2,2,2,3,1,2,1,2,2,2,"Alabama",0
"199",10200,1,20146,34.51630556,-87.20631111,4,4,4,4,11,3,0,12,0,2,2,0,1,1,1,1,1,1,2,1,1,2,2,2,2,2,2,3,2,2,2,2,2,2,"Alabama",0
"200",10201,1,20744,34.21392778,-86.13927222,1,1,4,5,23,3,0,32,0,1,1,0,4,2,1,1,1,2,2,2,1,1,2,1,2,2,2,2,2,2,2,2,2,2,"Alabama",0
"201",10202,1,27280,30.61619167,-87.57853611,2,2,4,5,20,1,0,12,0,1,1,0,1,2,1,1,1,1,1,2,1,2,2,2,2,1,2,3,2,2,2,2,2,2,"Alabama",0
"202",10203,1,22912,33.58526944,-86.04059444,2,2,4,7,0,1,0,12,0,1,1,0,1,2,10,1,1,1,1,2,2,2,2,1,2,2,2,1,1,2,2,2,2,2,"Alabama",1
"203",10204,1,26795,31.14328611,-87.40973889,3,3,5,6,18,1,0,1,1,19,1,0,3,2,1,1,1,1,1,2,2,1,2,1,2,1,2,2,2,2,2,2,2,2,"Alabama",0
"204",10205,1,23446,33.407825,-86.76304444,2,2,5,3,0,1,0,52,0,1,1,0,3,2,1,1,1,2,1,2,1,1,2,2,2,1,2,1,2,2,2,2,2,2,"Alabama",1
"205",10206,1,25599,32.32687222,-86.273175,2,2,4,5,19,3,0,8,0,1,1,0,1,3,1,1,1,2,2,2,1,1,2,2,1,2,2,3,2,2,2,2,2,2,"Alabama",0
"206",10207,1,24545,32.81164167,-85.17035,2,2,4,5,20,2,0,12,0,1,1,0,1,3,2,1,1,2,2,2,1,2,2,1,2,2,2,3,1,2,2,2,2,2,"Alabama",0
"207",10208,1,23836,33.19108333,-87.46343333,1,1,4,2,23,3,0,8,0,1,1,0,1,2,10,1,1,2,2,2,1,1,2,2,1,2,2,3,1,2,2,2,2,2,"Alabama",0
"208",10209,1,19507,34.83666111,-87.65181667,2,2,4,5,13,4,0,12,0,2,2,0,1,1,1,1,1,1,2,1,1,2,2,2,2,2,2,2,1,2,2,2,1,2,"Alabama",0
"209",10210,1,24541,32.81228611,-85.17083056,1,1,4,7,19,2,0,1,0,1,1,0,5,1,10,1,1,2,2,2,2,1,2,1,2,1,2,3,2,1,2,2,2,2,"Alabama",0
"210",10211,1,24845,32.72789444,-85.58121667,2,2,4,5,9,4,0,12,0,2,2,0,1,1,1,1,1,1,2,1,1,2,2,2,2,1,2,3,2,1,2,2,2,2,"Alabama",0
"211",10212,1,19924,34.63110278,-86.46207222,1,1,4,5,17,2,0,52,0,1,1,0,3,1,1,1,1,2,2,1,1,1,2,2,2,1,2,3,2,2,2,2,2,2,"Alabama",0
"212",10213,1,23429,33.41463333,-88.00765833,3,3,4,5,21,3,0,12,0,1,1,0,1,2,1,2,1,1,2,2,1,2,2,1,2,2,2,3,2,2,2,2,2,2,"Alabama",0
"213",10214,1,21792,33.91519167,-85.91348056,3,3,4,5,20,2,0,12,0,2,2,0,1,2,1,1,1,2,2,2,1,2,1,2,2,2,2,1,1,2,2,2,2,2,"Alabama",1
"214",10215,1,23111,33.51839722,-86.850275,1,1,5,7,22,6,0,33,0,1,1,0,4,3,1,1,1,2,2,2,2,1,1,2,2,2,2,3,2,2,1,2,2,2,"Alabama",0
"215",10216,1,27098,30.771375,-88.17473889,5,5,5,1,17,6,0,1,0,3,3,0,4,1,1,1,1,2,2,1,2,1,2,2,2,1,2,2,2,2,1,2,2,2,"Alabama",0
"216",10217,1,23768,33.23294722,-87.41972778,1,1,5,2,0,3,0,38,0,1,1,0,4,2,1,1,1,1,2,2,2,1,2,1,2,1,2,1,2,2,1,2,2,2,"Alabama",1
"217",10218,1,25351,32.45510833,-85.68898889,3,3,5,2,11,2,0,12,0,1,1,2,1,1,1,1,1,2,2,1,1,2,2,2,2,2,2,3,2,1,2,2,2,2,"Alabama",0
"218",10219,1,25216,32.53463333,-86.45578056,6,6,5,2,15,3,0,12,0,1,1,0,1,1,1,2,1,2,2,1,1,2,2,2,2,2,2,3,2,2,2,2,2,2,"Alabama",0
"219",10220,1,19474,34.85403889,-86.03828333,1,1,5,2,19,4,0,42,0,1,1,0,4,5,1,1,1,1,2,2,1,1,2,2,2,1,2,2,1,2,2,2,1,2,"Alabama",0
"220",10221,1,19516,34.82900833,-87.76345556,2,2,5,3,14,4,0,42,0,1,1,0,4,1,1,1,1,1,2,1,1,1,2,1,2,1,2,2,2,2,2,2,2,2,"Alabama",0
"221",10222,1,21697,33.93793333,-87.22391389,3,3,5,4,7,3,0,24,0,1,1,0,4,1,1,2,1,1,2,1,1,2,2,2,2,2,2,3,1,2,2,2,2,2,"Alabama",0
"222",10223,1,27656,30.40665,-87.70856944,7,7,5,6,21,2,0,12,0,3,3,0,1,3,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,"Alabama",1
"223",10224,1,19752,34.72234167,-87.63496667,1,1,5,2,21,3,0,8,0,1,1,0,1,2,1,1,1,2,2,2,1,1,2,2,1,2,2,3,2,1,2,2,2,2,"Alabama",0
"224",10225,1,25589,32.33015,-86.23213056,2,2,4,5,22,6,0,12,0,2,3,0,1,3,1,1,1,2,2,2,1,2,2,2,2,1,2,1,2,2,2,2,2,2,"Alabama",1
"225",10226,1,19750,34.72326111,-87.81718333,2,2,5,6,9,2,0,34,0,1,1,0,4,1,1,1,1,2,2,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,"Alabama",0
"226",10227,1,23843,33.18373889,-87.44763333,1,1,5,6,11,6,0,1,0,1,1,0,4,1,1,1,1,2,2,1,1,1,2,2,2,1,2,3,2,2,2,2,2,2,"Alabama",0
"227",10228,1,19437,34.87006111,-87.53710833,1,1,5,1,16,4,0,53,0,1,1,0,4,1,1,1,1,1,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,"Alabama",0
"228",10229,1,22832,33.61511389,-85.76906944,3,3,5,2,6,2,0,12,0,1,1,0,1,1,1,1,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,"Alabama",0
"229",10230,1,24355,32.88801944,-86.62379722,2,2,5,1,9,1,0,42,0,1,1,0,4,1,1,1,1,2,1,1,2,1,2,2,2,1,2,3,2,2,1,2,2,2,"Alabama",0
"230",10231,1,24564,32.80710833,-85.22606389,2,2,5,7,20,1,0,1,0,1,1,0,4,1,1,1,1,2,1,2,2,1,2,2,2,1,2,3,2,2,2,2,2,1,"Alabama",0
"231",10232,1,25530,32.36118056,-86.18275556,4,4,5,2,20,1,0,42,0,1,1,0,4,3,1,1,1,2,1,2,1,1,2,2,2,2,2,2,1,2,2,2,2,2,"Alabama",0
"232",10233,1,21914,33.88559167,-86.25375556,1,1,5,5,17,1,0,24,0,1,1,0,4,1,1,1,1,1,1,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,"Alabama",0
"233",10234,1,22150,33.81000833,-86.35801667,1,2,5,2,16,1,0,14,0,1,1,0,2,1,1,1,1,1,1,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,"Alabama",0
"234",10235,1,25521,32.36733056,-86.32124722,1,1,5,6,19,1,0,25,1,19,1,0,4,1,1,1,1,2,1,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,"Alabama",0
"235",10236,1,26571,31.43940278,-86.500025,1,1,4,7,13,4,0,1,0,1,1,0,4,1,10,1,1,1,2,1,2,1,2,1,2,1,2,3,2,2,2,2,2,2,"Alabama",0
"236",10237,1,26430,31.59647222,-86.00601389,2,2,5,1,2,3,0,30,0,1,1,0,4,2,1,1,1,1,2,2,2,1,2,1,2,2,2,3,1,2,2,1,2,2,"Alabama",1
"237",10238,1,19933,34.62752778,-87.65018056,2,2,5,1,16,2,0,35,0,1,1,0,4,1,1,1,1,1,2,1,2,1,2,1,2,1,2,1,2,2,2,2,2,2,"Alabama",1
"238",10239,1,26907,31.00788056,-85.81985278,9,9,5,7,18,4,0,1,0,1,1,0,4,1,1,1,1,1,2,2,2,1,2,2,2,1,2,3,2,2,2,2,1,2,"Alabama",0
"239",10240,1,26743,31.21214722,-87.60316667,1,1,5,2,8,4,0,34,0,1,1,0,4,1,1,1,1,1,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,"Alabama",0
"240",10241,1,23004,33.55435,-85.409275,3,3,5,2,12,3,0,12,0,2,3,0,1,1,1,1,1,1,2,1,1,2,2,2,2,2,2,3,2,1,2,2,2,2,"Alabama",0
"241",10242,1,25378,32.44434444,-85.03772222,1,1,5,1,0,6,0,42,0,1,1,0,5,2,1,1,1,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,"Alabama",1
"242",10243,1,25869,32.15112222,-85.17539722,2,2,5,7,15,2,0,1,0,1,1,0,1,1,1,1,1,1,2,1,2,1,1,2,2,2,2,3,2,2,2,2,2,2,"Alabama",0
"243",10244,1,27117,30.75416111,-88.27655556,2,2,5,5,6,4,0,12,0,1,1,0,1,1,1,1,1,2,2,1,1,2,2,2,2,2,2,3,1,2,2,2,2,2,"Alabama",0
"244",10245,1,20141,34.51756111,-86.67522778,1,1,5,5,14,4,0,1,0,1,1,0,1,1,1,1,1,1,2,1,1,1,2,2,2,1,2,1,2,2,2,2,2,2,"Alabama",1
"245",10246,1,26068,31.97318333,-87.58413889,1,1,5,5,21,4,0,59,0,3,4,0,8,2,10,1,1,1,2,2,1,1,2,2,2,1,2,3,2,2,2,2,2,2,"Alabama",0
"246",10247,1,27125,30.74800833,-88.11728333,1,1,5,6,21,6,0,8,0,1,1,0,1,2,2,1,1,2,2,2,2,1,2,2,1,2,2,3,2,2,2,1,2,2,"Alabama",0
"247",10248,1,20602,34.26544444,-85.65693611,1,1,5,6,9,4,0,42,0,8,1,0,4,1,1,1,1,1,2,1,1,1,2,2,2,1,2,3,2,1,2,2,2,2,"Alabama",0
"248",10249,1,26789,31.14548056,-85.38818333,1,1,5,2,1,4,0,1,0,1,1,0,1,2,1,1,1,1,2,2,2,1,2,1,2,1,2,2,2,2,2,2,2,2,"Alabama",0
"249",10250,1,26560,31.44531111,-85.18464722,3,3,5,2,6,4,0,12,0,1,1,0,1,1,1,1,1,1,2,1,1,2,2,2,2,2,2,3,2,2,2,2,1,2,"Alabama",0
"250",10251,1,20853,34.17649167,-85.78791667,7,7,5,2,15,6,0,12,0,2,2,0,1,1,1,1,1,1,2,1,1,2,2,1,2,2,2,2,1,2,2,2,2,2,"Alabama",0
"251",10252,1,22866,33.60283333,-85.98659167,2,2,5,4,5,2,0,1,0,2,2,0,1,1,1,1,1,2,2,2,1,2,1,2,2,2,2,3,2,2,1,2,2,2,"Alabama",0
"252",10253,1,22047,33.84518056,-86.050325,2,2,5,4,6,3,0,12,0,1,1,0,1,1,1,1,1,2,2,1,1,2,2,2,2,2,2,1,2,1,2,2,2,2,"Alabama",1
"253",10254,1,22740,33.64144722,-86.27768056,1,1,5,4,17,2,0,35,0,1,1,0,4,1,1,1,1,1,2,1,1,1,2,2,2,1,2,2,2,2,2,2,2,1,"Alabama",0
"254",10255,1,26892,31.03754167,-85.92891389,1,1,5,4,19,4,0,42,0,1,1,0,4,2,2,1,1,1,2,2,1,1,2,1,2,2,2,3,2,2,2,2,2,2,"Alabama",1
"255",10256,1,27240,30.64512778,-88.10200278,1,1,5,4,20,6,0,8,0,1,1,0,1,5,1,1,1,2,2,2,1,1,2,2,1,2,2,3,2,2,2,1,2,2,"Alabama",0
"256",10257,1,19224,34.96056111,-87.57348611,1,1,5,5,13,4,0,35,0,1,1,0,4,1,10,1,1,1,2,1,1,1,2,1,2,2,2,3,2,2,2,2,2,2,"Alabama",0
"257",10258,1,23880,33.16313333,-86.75501944,2,2,5,5,14,2,0,12,0,1,1,0,1,1,10,1,1,2,2,1,1,2,1,2,2,1,2,2,2,2,2,2,2,2,"Alabama",0
"258",10259,1,20406,34.368425,-88.04374167,2,2,5,6,16,3,0,12,0,1,1,0,1,1,1,1,1,1,2,1,1,2,1,1,2,2,2,3,2,2,2,2,2,2,"Alabama",0
