"","ST_CASE","OBJECT_ID","FID","LATITUDE","LONGITUD","PERMVIT","PERSONS","MONTH","DAY_WEEK","HOUR","ROUTE","SP_JUR","HARM_EV","RELJCT1","RELJCT2","TYP_INT","WRK_ZONE","REL_ROAD","LGT_COND","WEATHER","FATALS","STATE","A_RU","A_INTER","A_TOD","A_DOW","A_CT","A_MC","A_SPCRA","A_PED","A_ROLL","A_POLPUR","A_POSBAC","A_D15_20","A_D65PLS","A_D21_24","A_HR","A_DIST","A_DROWSY","STATE_NAME","drunkDr"
"14683",260138,26,2217,43.85395278,-84.04559722,1,1,4,6,23,4,0,35,0,3,3,0,4,3,1,1,26,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,"Michigan",1
"14684",260139,26,4345,42.20103611,-85.69263056,1,1,4,7,20,4,0,42,0,1,1,0,4,1,1,1,26,1,2,2,2,1,2,1,2,2,2,1,2,2,2,2,2,2,"Michigan",1
"14685",260140,26,4444,42.13480833,-84.99514722,5,5,4,1,5,1,0,42,0,1,1,0,3,2,1,1,26,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,"Michigan",0
"14686",260141,26,3206,42.91890833,-85.22468333,1,1,4,1,20,4,0,42,0,1,1,0,4,5,10,1,26,1,2,2,2,1,2,1,2,2,2,1,2,2,2,2,2,2,"Michigan",1
"14687",260142,26,2691,43.25159444,-83.60197222,2,2,4,2,16,4,0,1,0,2,2,0,1,1,1,1,26,1,2,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,"Michigan",0
"14688",260143,26,3800,42.48085,-83.20732778,4,4,4,7,1,1,0,12,0,1,1,0,1,3,10,1,26,2,1,2,2,2,2,2,2,2,2,3,2,2,1,2,1,2,"Michigan",0
"14689",260144,26,850,46.42327778,-87.26567222,2,2,4,1,21,2,0,12,0,1,1,0,1,2,1,1,26,1,2,2,2,2,2,2,2,1,2,3,2,2,1,2,2,2,"Michigan",0
"14690",260145,26,4036,42.36611944,-85.551325,1,1,4,5,13,4,0,42,0,1,1,0,4,1,10,1,26,1,2,1,1,1,2,2,2,2,2,2,2,1,2,2,2,2,"Michigan",0
"14691",260146,26,3789,42.49152778,-82.94013611,1,1,4,6,20,3,0,8,0,1,1,0,1,3,2,1,26,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,"Michigan",0
"14692",260147,26,3898,42.43078056,-82.95888611,1,1,4,5,21,6,0,8,0,1,1,0,1,3,2,1,26,2,2,2,1,1,2,2,1,2,2,3,2,2,2,1,2,2,"Michigan",0
"14693",260148,26,3745,42.51506944,-83.10621667,1,1,4,2,22,6,0,1,0,1,1,0,4,3,1,1,26,2,2,2,1,1,2,1,2,1,2,1,2,2,1,2,2,2,"Michigan",1
"14694",260149,26,1355,45.20834722,-87.53249722,2,2,4,7,6,3,0,42,0,1,1,0,4,1,10,1,26,1,2,1,2,1,2,2,2,2,2,3,1,2,2,2,2,2,"Michigan",0
"14695",260150,26,2984,43.06047222,-85.96317778,1,1,4,3,23,6,0,34,0,3,3,0,4,2,10,1,26,2,2,2,1,1,2,2,2,1,2,1,2,2,2,2,2,2,"Michigan",1
"14696",260151,26,4182,42.29079167,-85.53018889,2,2,1,3,8,4,0,12,0,1,1,0,1,1,4,1,26,2,2,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,"Michigan",0
"14697",260152,26,3555,42.65154167,-82.99395833,1,1,4,4,12,4,0,30,0,1,1,0,4,1,1,1,26,1,2,1,1,1,2,2,2,1,2,3,2,2,2,2,2,2,"Michigan",0
"14698",260153,26,3112,42.98733333,-85.37146111,2,2,1,3,8,4,0,12,0,2,2,0,1,1,10,1,26,1,2,1,1,2,2,2,2,2,2,3,2,2,2,2,2,2,"Michigan",0
"14699",260154,26,2687,43.25755556,-85.87949444,5,5,1,6,14,4,0,12,0,1,1,0,1,1,1,1,26,1,2,1,1,2,2,2,2,1,2,2,1,2,2,2,2,2,"Michigan",0
"14700",260155,26,4003,42.38513056,-83.24301111,1,1,4,4,14,1,0,14,0,1,1,0,4,1,1,1,26,2,1,1,1,1,1,1,2,2,2,3,2,2,2,2,2,2,"Michigan",0
"14701",260156,26,3974,42.39208056,-83.12456111,1,1,1,5,19,3,0,8,0,1,1,0,11,2,1,1,26,2,2,2,1,1,2,2,1,2,2,3,2,2,2,2,2,2,"Michigan",0
"14702",260157,26,3351,42.79785833,-85.45765278,2,2,1,2,6,4,0,12,0,2,2,0,1,2,10,1,26,2,2,1,1,2,2,2,2,2,2,3,2,2,2,2,2,2,"Michigan",0
"14703",260158,26,3729,42.52513611,-83.51044722,2,2,1,2,19,6,0,12,0,2,3,0,1,3,1,1,26,2,2,2,1,2,2,2,2,1,2,1,2,2,2,1,2,2,"Michigan",1
"14704",260159,26,1993,44.22134167,-85.56761389,3,3,4,6,9,3,0,1,0,1,1,0,4,1,10,1,26,1,2,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,"Michigan",0
"14705",260160,26,4725,41.96441111,-86.55310278,1,1,1,3,22,1,0,8,0,1,1,0,1,2,1,1,26,2,1,2,1,1,2,2,1,2,2,3,2,2,2,2,2,2,"Michigan",0
"14706",260161,26,1789,44.52883056,-85.77715833,4,4,4,7,22,4,0,2,0,1,1,0,1,2,1,1,26,1,2,2,2,1,2,1,2,1,2,1,1,2,2,2,2,2,"Michigan",1
"14707",260162,26,3723,42.53511389,-83.00776667,2,2,1,4,8,6,0,12,0,2,3,0,1,1,1,1,26,2,2,1,1,2,2,2,2,2,2,3,2,1,2,2,2,2,"Michigan",0
"14708",260163,26,4613,42.03491111,-86.20423333,2,2,1,2,13,4,0,12,0,2,3,0,1,1,1,1,26,1,2,1,1,2,2,2,2,2,2,3,2,1,2,2,2,2,"Michigan",0
"14709",260164,26,4071,42.35081944,-82.99572222,1,1,4,6,20,6,0,8,0,1,1,0,1,2,1,1,26,2,2,2,2,1,2,2,1,2,2,3,2,2,2,2,2,2,"Michigan",0
"14710",260165,26,3886,42.43586389,-83.031825,2,2,4,7,19,6,0,12,0,2,2,0,1,1,1,1,26,2,2,2,2,2,1,2,2,2,2,3,2,2,2,2,2,2,"Michigan",0
"14711",260166,26,2916,43.09232222,-83.61708611,1,1,4,2,1,4,0,8,0,1,1,0,1,3,2,1,26,1,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,"Michigan",0
"14712",260167,26,4685,41.99105833,-83.90591667,2,2,4,4,8,4,0,1,0,1,1,0,4,1,10,1,26,1,2,1,1,1,2,1,2,1,2,1,1,2,2,2,2,2,"Michigan",1
"14713",260168,26,4670,42.00165556,-85.81479722,2,2,4,1,1,3,0,8,0,1,1,0,1,2,1,1,26,1,2,2,2,1,2,2,1,2,2,3,2,2,2,2,2,2,"Michigan",0
"14714",260169,26,3158,42.95266944,-84.0788,2,2,4,1,19,4,0,34,0,1,1,0,4,1,1,1,26,1,2,2,2,1,1,2,2,2,2,1,2,2,2,2,2,2,"Michigan",1
"14715",260170,26,4077,42.348075,-85.08646389,1,1,4,4,15,4,0,42,0,1,1,0,4,1,1,1,26,1,2,1,1,1,2,1,2,2,2,3,2,2,2,2,2,2,"Michigan",0
"14716",260171,26,3269,42.883625,-85.56557222,1,1,4,2,5,3,0,8,0,3,2,0,1,2,1,1,26,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,"Michigan",0
"14717",260172,26,3957,42.40158611,-82.94778056,4,4,4,1,3,6,0,42,0,1,1,0,4,3,1,3,26,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,"Michigan",1
"14718",260173,26,4075,42.34945833,-83.03417778,1,1,4,1,3,3,0,9,0,1,1,0,1,3,1,1,26,2,2,2,2,1,2,2,2,2,2,3,2,2,2,1,2,2,"Michigan",0
"14719",260174,26,4385,42.17309167,-85.92660556,1,1,4,2,19,4,0,42,0,1,1,0,4,1,1,1,26,1,2,2,1,1,2,1,2,2,2,1,2,2,2,2,2,2,"Michigan",1
"14720",260175,26,4030,42.37010833,-83.11755556,7,7,4,6,20,6,0,12,0,1,1,0,1,1,1,1,26,2,2,2,2,3,2,2,2,2,2,1,2,2,1,2,2,2,"Michigan",1
"14721",260176,26,3604,42.61952222,-83.27939167,8,8,4,6,19,6,0,12,0,2,2,0,1,1,1,1,26,2,2,2,2,3,2,2,2,2,2,1,1,2,1,2,2,2,"Michigan",1
"14722",260177,26,4103,42.33111667,-83.13084444,3,3,4,7,2,2,0,12,0,8,1,0,1,3,1,1,26,2,2,2,2,2,1,1,2,2,2,1,2,2,2,2,2,2,"Michigan",2
"14723",260178,26,4370,42.18189167,-83.29650278,4,4,4,3,14,6,0,12,0,1,1,0,1,1,1,1,26,1,2,1,1,2,2,2,2,1,2,3,2,2,2,2,2,2,"Michigan",0
"14724",260179,26,2218,43.853825,-84.12546389,1,1,4,7,14,4,0,1,0,1,1,0,4,1,1,1,26,1,2,1,2,1,2,1,2,1,2,1,2,2,2,2,2,2,"Michigan",1
"14725",260180,26,3696,42.54926944,-83.11655833,5,5,4,6,23,1,0,12,0,1,1,0,1,2,1,1,26,2,1,2,2,3,2,2,2,1,2,1,2,2,2,2,2,2,"Michigan",1
"14726",260181,26,2663,43.28938056,-83.73540556,1,1,4,7,23,3,0,8,0,1,1,0,1,2,1,1,26,1,2,2,2,1,2,2,1,2,2,3,2,2,2,1,2,2,"Michigan",0
"14727",260182,26,3980,42.39088056,-83.12778056,2,2,4,7,3,3,0,30,0,1,1,0,4,3,10,1,26,2,2,2,2,1,2,1,2,2,2,1,2,2,1,2,2,2,"Michigan",1
"14728",260183,26,4341,42.20345,-85.59013056,1,1,4,6,3,6,0,33,0,1,1,0,4,3,1,1,26,2,2,2,1,1,2,1,2,1,1,1,2,2,2,2,2,2,"Michigan",1
"14729",260184,26,3220,42.91272222,-83.89993333,1,1,4,7,3,4,0,42,0,1,1,0,4,2,1,1,26,1,2,2,2,1,2,1,2,2,2,1,2,2,2,2,2,2,"Michigan",1
"14730",260185,26,3915,42.42347222,-82.95735556,4,4,3,1,0,6,0,12,0,2,2,0,1,3,10,1,26,2,2,2,2,2,2,2,2,2,2,3,2,2,1,1,2,2,"Michigan",1
"14731",260186,26,3896,42.43120833,-83.17297778,3,3,4,1,10,6,0,12,0,2,2,0,1,1,1,1,26,2,2,1,2,2,2,2,2,2,2,3,1,1,2,2,2,2,"Michigan",0
"14732",260187,26,3638,42.59284722,-83.09646111,2,2,4,1,11,6,0,18,0,1,1,0,1,1,1,1,26,2,2,1,2,2,2,2,2,2,2,3,2,2,2,2,1,2,"Michigan",0
"14733",260188,26,2040,44.132175,-85.29703333,5,5,4,2,8,3,0,12,0,1,1,0,1,1,10,2,26,1,2,1,1,3,2,2,2,2,2,3,2,2,2,2,2,2,"Michigan",2
"14734",260189,26,3932,42.41461944,-83.06413611,1,1,5,6,0,3,0,33,0,1,1,0,4,2,1,1,26,2,2,2,1,1,2,1,2,1,2,1,2,2,2,2,2,2,"Michigan",1
"14735",260190,26,3130,42.973025,-85.67723056,1,1,5,6,17,2,0,24,0,1,1,0,3,1,1,1,26,2,2,1,1,1,1,1,2,2,2,3,2,2,2,2,2,2,"Michigan",0
"14736",260191,26,3346,42.79993611,-86.08307222,3,3,5,1,4,2,0,1,0,1,1,0,1,2,1,1,26,1,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,"Michigan",0
"14737",260192,26,3349,42.798125,-85.40848056,2,2,5,1,14,4,0,12,0,2,2,0,1,1,10,1,26,1,2,1,2,2,2,2,2,1,2,3,1,2,1,2,2,2,"Michigan",0
"14738",260193,26,3370,42.78120278,-86.10899167,1,1,5,7,15,6,0,9,0,3,2,0,1,1,1,1,26,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,"Michigan",0
"14739",260194,26,4094,42.33577778,-85.27323611,2,2,5,6,19,3,0,12,0,2,2,0,1,1,1,1,26,2,2,2,2,2,1,2,2,2,2,3,2,2,2,2,2,2,"Michigan",1
"14740",260195,26,4128,42.320875,-83.73063333,1,1,5,6,16,2,0,1,0,1,1,0,4,1,1,1,26,1,2,1,1,1,1,1,2,2,2,3,2,2,2,2,2,2,"Michigan",0
"14741",260196,26,4220,42.27359722,-85.40008333,1,1,5,7,23,4,0,1,0,1,1,0,1,2,10,1,26,1,2,2,2,1,2,1,2,1,2,2,2,2,2,2,2,2,"Michigan",0
"14742",260197,26,1830,44.46886667,-83.32341944,4,4,5,3,6,2,0,35,0,1,1,0,4,1,1,1,26,1,2,1,1,1,2,2,2,1,2,2,2,2,1,2,2,1,"Michigan",0
"14743",260198,26,3218,42.91334722,-85.68601111,1,1,5,3,5,3,0,8,0,1,1,0,1,3,1,1,26,2,2,2,1,1,2,2,1,2,2,2,2,2,1,2,2,2,"Michigan",0
"14744",260199,26,1642,44.77448889,-85.76608889,4,4,5,7,11,3,0,12,0,8,1,0,1,1,10,1,26,1,2,1,2,2,2,2,2,2,2,3,2,1,2,2,2,2,"Michigan",0
"14745",260200,26,3450,42.71777778,-83.09303056,5,5,5,6,18,4,0,52,0,1,1,0,4,1,10,3,26,1,3,2,2,1,2,2,2,1,2,1,1,2,2,2,2,2,"Michigan",1
"14746",260201,26,3357,42.79368611,-82.80011944,1,1,5,7,15,4,0,53,0,1,1,0,4,1,1,1,26,1,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,"Michigan",0
"14747",260202,26,3022,43.03715,-86.22011389,3,3,5,2,12,2,0,12,0,2,3,0,1,1,2,1,26,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,"Michigan",0
"14748",260203,26,3928,42.41596389,-83.20001389,5,5,1,1,0,6,0,12,0,1,1,0,1,3,1,1,26,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,"Michigan",2
"14749",260204,26,3341,42.80503333,-84.32543889,2,2,1,2,18,3,0,12,0,2,3,0,1,3,1,1,26,1,2,2,1,2,2,1,2,2,2,3,2,1,2,2,2,2,"Michigan",0
"14750",260205,26,2713,43.23416111,-86.21866944,1,1,1,7,23,3,0,8,0,1,1,0,1,2,10,1,26,2,2,2,2,1,2,2,1,2,2,3,2,2,2,1,2,2,"Michigan",0
"14751",260206,26,3073,43.00730556,-85.51858889,3,3,5,2,16,4,0,12,0,1,1,0,1,1,2,2,26,1,2,1,1,2,2,2,2,2,2,2,1,1,2,2,2,2,"Michigan",0
"14752",260207,26,4297,42.23080833,-85.86245278,2,2,1,5,16,4,0,12,0,1,1,0,1,1,4,1,26,2,2,1,1,2,2,1,2,2,2,3,2,1,2,2,2,2,"Michigan",0
"14753",260208,26,1223,45.46446389,-85.05854722,2,2,5,3,7,4,0,42,0,1,1,0,4,2,10,2,26,1,2,1,1,1,2,2,2,1,2,1,2,2,2,2,2,2,"Michigan",1
"14754",260209,26,4191,42.28664167,-86.24326111,1,1,5,1,1,4,0,34,0,1,1,0,4,2,1,1,26,1,2,2,2,1,2,1,2,1,2,3,2,2,2,2,2,2,"Michigan",1
"14755",260211,26,2567,43.41528611,-84.01548333,2,2,5,6,15,3,0,53,0,1,1,0,4,1,1,1,26,1,2,1,1,1,2,2,2,2,2,3,2,1,2,2,2,2,"Michigan",0
"14756",260212,26,2576,43.40797778,-84.50331667,3,3,5,2,14,3,0,12,0,1,1,0,1,1,2,2,26,1,2,1,1,2,2,2,2,2,2,2,2,1,2,2,1,2,"Michigan",0
"14757",260213,26,5032,41.79261111,-84.53420833,1,1,5,4,13,4,0,8,0,1,1,0,1,1,1,1,26,1,2,1,1,1,2,2,1,2,2,3,2,2,2,2,1,2,"Michigan",0
"14758",260214,26,3025,43.03665,-83.66790278,6,6,5,2,19,6,0,12,0,2,2,0,1,1,10,1,26,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,"Michigan",1
"14759",260215,26,3602,42.62006389,-82.88134444,1,1,5,5,2,3,0,32,0,1,1,0,4,2,1,1,26,1,2,2,1,1,1,1,2,2,2,1,2,2,1,2,2,2,"Michigan",1
"14760",260216,26,5017,41.79620556,-86.04956667,1,1,5,6,4,4,0,8,0,1,1,0,1,2,2,1,26,1,2,2,1,1,2,2,1,2,2,1,2,2,1,2,2,2,"Michigan",1
"14761",260217,26,3621,42.60590556,-83.01619444,2,2,5,6,19,3,0,21,0,1,1,0,3,1,2,1,26,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,"Michigan",0
"14762",260218,26,3458,42.71091111,-85.50617222,9,9,5,7,13,4,0,12,0,2,2,0,1,1,1,1,26,1,2,1,2,3,2,2,2,2,2,3,2,2,2,2,2,2,"Michigan",0
"14763",260219,26,3529,42.66988333,-83.21001667,1,1,5,5,16,6,0,8,0,1,1,0,1,1,1,1,26,2,3,1,1,1,2,2,1,2,2,3,2,2,2,2,2,2,"Michigan",0
"14764",260220,26,3113,42.98730833,-84.92299722,1,1,5,1,0,4,0,5,0,1,1,0,4,2,1,1,26,1,2,2,2,1,1,2,2,2,2,1,2,2,1,2,2,2,"Michigan",1
"14765",260221,26,3713,42.53769722,-83.74731667,1,1,1,1,7,4,0,8,0,1,1,0,1,2,10,1,26,2,2,1,2,1,2,2,1,2,2,2,2,2,2,2,2,2,"Michigan",0
"14766",260222,26,2421,43.60575833,-83.94807778,3,3,5,1,3,1,0,12,0,1,1,0,1,2,1,1,26,1,1,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,"Michigan",1
"14767",260223,26,2065,44.08374722,-84.29843333,1,1,5,7,20,4,0,34,0,1,1,0,4,1,1,1,26,1,2,2,2,1,2,2,2,1,2,1,2,2,2,2,2,2,"Michigan",1
"14768",260224,26,3348,42.79867222,-84.54274167,3,3,5,2,7,3,0,12,0,2,2,0,1,1,1,1,26,1,2,1,1,2,2,2,2,1,2,3,2,2,2,2,2,2,"Michigan",0
"14769",260225,26,2583,43.40445556,-83.95761667,1,1,5,2,23,6,0,38,0,1,1,0,4,3,1,1,26,2,2,2,1,1,1,1,2,2,1,1,2,2,2,2,2,2,"Michigan",1
"14770",260226,26,3265,42.88506667,-85.45551111,1,1,5,3,9,4,0,53,0,1,1,0,4,1,2,1,26,1,2,1,1,1,2,2,2,2,2,2,2,1,2,2,2,2,"Michigan",0
"14771",260227,26,4469,42.11487778,-84.63165,1,1,5,4,15,4,0,34,0,1,1,0,4,1,1,1,26,1,2,1,1,1,2,2,2,2,2,3,1,2,2,2,1,2,"Michigan",0
"14772",260228,26,2754,43.19716944,-85.64149722,2,2,5,5,15,4,0,12,0,2,2,0,1,1,1,1,26,1,2,1,1,2,2,2,2,1,2,2,2,2,2,2,1,2,"Michigan",0
"14773",260229,26,2819,43.15431389,-86.06638056,3,3,5,5,22,4,0,12,0,2,2,0,1,2,10,1,26,1,2,2,1,2,2,2,2,1,2,1,2,2,1,2,2,2,"Michigan",1
"14774",260230,26,3634,42.59648611,-84.43292222,2,2,5,6,10,4,0,12,0,2,2,0,1,1,1,1,26,1,2,1,1,2,2,2,2,2,2,3,2,1,2,2,2,2,"Michigan",0
"14775",260231,26,2012,44.17641111,-84.12554444,4,4,5,6,9,3,0,12,0,2,2,0,1,1,1,1,26,1,2,1,1,2,2,2,2,2,2,3,2,1,2,2,2,2,"Michigan",0
"14776",260232,26,2659,43.29151389,-83.43275,5,5,5,1,0,4,0,12,0,2,2,0,1,2,1,1,26,1,2,2,2,2,2,2,2,2,2,3,1,2,2,2,2,2,"Michigan",1
"14777",260233,26,4241,42.26477222,-84.73196944,7,7,5,1,19,1,0,12,0,1,1,0,1,1,10,3,26,1,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,"Michigan",0
"14778",260234,26,3505,42.68394167,-82.73276111,7,7,5,6,10,3,0,12,0,2,2,0,1,1,1,1,26,2,2,1,1,2,2,1,2,2,2,1,1,2,2,2,2,2,"Michigan",1
"14779",260235,26,2001,44.20831667,-85.21925556,1,1,5,4,14,6,0,42,0,1,1,0,4,1,1,1,26,2,2,1,1,1,2,1,2,2,2,3,2,1,2,2,2,2,"Michigan",0
"14780",260236,26,3924,42.417975,-82.98894167,2,2,5,7,20,3,0,12,0,8,1,0,1,5,10,1,26,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,"Michigan",0
"14781",260237,26,888,46.3164,-89.72661667,1,1,5,7,2,3,0,18,0,1,1,0,4,2,1,1,26,1,2,2,2,1,2,1,2,1,2,1,2,2,2,2,2,2,"Michigan",1
"14782",260238,26,3964,42.39906944,-83.11191667,1,1,5,1,3,3,0,24,1,5,1,0,4,3,1,1,26,2,2,2,2,1,2,1,2,2,2,1,2,2,1,2,2,2,"Michigan",1
"14783",260239,26,3939,42.41114444,-83.21748889,4,4,5,3,8,6,0,42,0,1,1,0,4,1,10,1,26,2,2,1,1,1,2,1,2,2,2,3,2,2,2,2,2,1,"Michigan",0
"14784",260240,26,3451,42.71750278,-82.88950556,1,1,5,6,12,4,0,41,0,1,1,0,4,1,1,1,26,1,2,1,1,1,2,2,2,2,2,2,2,1,2,2,2,2,"Michigan",0
"14785",260241,26,1253,45.42150833,-84.80711111,3,3,5,4,14,2,0,12,0,1,1,0,1,1,2,1,26,1,2,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,"Michigan",0
"14786",260242,26,4243,42.26465278,-83.18529444,2,2,5,4,21,6,0,12,0,8,1,0,1,5,1,2,26,2,2,2,1,2,1,2,2,2,2,3,2,1,1,2,2,2,"Michigan",0
"14787",260243,26,1735,44.61345,-84.7078,2,2,5,7,13,1,0,14,0,1,1,0,4,1,2,1,26,1,1,1,2,1,2,1,2,2,2,2,2,1,2,2,2,2,"Michigan",0
"14788",260244,26,3298,42.85615,-85.84059167,3,5,5,7,13,1,0,14,0,1,1,0,2,1,1,1,26,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,"Michigan",1
"14789",260245,26,3556,42.65116111,-83.17310833,2,2,3,1,20,6,0,12,0,2,2,0,1,2,1,1,26,2,2,2,2,2,2,2,2,2,2,3,2,1,2,2,2,2,"Michigan",0
"14790",260246,26,3109,42.98911944,-83.65678611,2,2,5,7,22,6,0,30,0,1,1,0,4,3,2,1,26,3,2,2,2,1,2,2,2,1,2,3,2,2,2,2,2,2,"Michigan",1
"14791",260247,26,2074,44.07572778,-85.95648611,1,1,5,7,14,4,0,5,0,1,1,0,1,1,1,1,26,1,2,1,2,1,1,2,2,2,2,2,2,2,2,2,1,2,"Michigan",0
"14792",260248,26,3760,42.50541111,-83.02825278,2,2,5,3,21,3,0,8,0,1,1,0,1,3,1,1,26,2,2,2,1,1,2,2,1,2,2,3,1,2,2,2,2,2,"Michigan",0
"14793",260249,26,3118,42.98298333,-83.062675,2,2,5,6,13,3,0,30,0,1,1,0,4,1,1,1,26,1,2,1,1,1,2,2,2,2,2,3,2,2,2,2,2,2,"Michigan",0
"14794",260250,26,3459,42.71085833,-83.14707222,2,2,5,7,12,6,0,12,0,1,1,0,1,1,1,1,26,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,"Michigan",0
"14795",260252,26,3631,42.59777222,-83.37899444,1,1,5,7,17,6,0,9,0,1,1,0,2,1,1,1,26,2,2,1,2,1,2,2,2,2,2,2,1,2,2,2,2,2,"Michigan",0
"14796",260253,26,4312,42.22123056,-83.58234167,2,2,5,4,14,4,0,12,0,2,2,0,1,1,1,1,26,1,2,1,1,2,1,1,2,2,2,3,2,1,1,2,2,2,"Michigan",0
"14797",260254,26,3835,42.45982778,-83.79901111,1,1,5,4,23,4,0,42,0,1,1,0,4,2,1,1,26,1,2,2,1,1,1,2,2,2,2,1,2,2,2,2,2,2,"Michigan",1
"14798",260255,26,3902,42.42908611,-83.27150556,2,2,5,5,18,6,0,12,0,1,1,0,1,1,1,1,26,2,2,2,1,2,2,1,2,2,2,1,2,2,2,2,2,2,"Michigan",1
"14799",260256,26,3642,42.58598056,-82.9032,2,2,5,5,17,3,0,12,0,2,2,0,1,1,1,1,26,1,2,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,"Michigan",1
"14800",260257,26,2561,43.42063611,-83.75785,3,3,5,1,21,4,0,34,0,1,1,0,4,1,1,1,26,1,2,2,2,1,2,1,2,1,2,1,2,2,1,2,2,2,"Michigan",1
"14801",260258,26,2574,43.40817222,-84.90521667,3,3,5,1,15,3,0,12,0,2,2,0,1,1,1,1,26,1,2,1,2,2,1,2,2,2,2,3,2,1,2,2,2,2,"Michigan",0
"14802",260259,26,4216,42.27580833,-83.53463056,1,1,5,4,20,4,0,5,0,1,1,0,1,1,1,1,26,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,"Michigan",0
"14803",260260,26,4278,42.24503056,-85.560025,4,4,5,7,13,1,0,54,1,18,1,0,1,1,10,2,26,2,2,1,2,2,2,2,2,2,2,3,2,2,2,2,2,2,"Michigan",0
"14804",260261,26,3325,42.82498056,-85.67115556,2,2,1,7,5,2,0,1,0,1,1,0,4,2,4,1,26,1,2,2,2,1,2,2,2,1,2,3,2,1,2,2,2,2,"Michigan",0
"14805",260262,26,3368,42.78215,-85.88698056,1,1,6,2,17,4,0,8,0,1,1,0,1,1,1,1,26,1,2,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,"Michigan",0
"14806",260263,26,3812,42.47534722,-84.30135556,1,1,6,2,16,4,0,1,0,1,1,0,4,1,1,1,26,1,2,1,1,1,2,2,2,1,2,3,2,1,2,2,2,2,"Michigan",0
"14807",260264,26,4327,42.21218056,-83.49245556,2,2,6,2,9,4,0,12,0,1,1,0,1,1,10,1,26,1,2,1,1,2,2,2,2,2,2,3,2,1,2,2,2,2,"Michigan",1
"14808",260265,26,4695,41.98460556,-85.44921667,3,3,6,4,13,4,0,12,0,2,2,0,1,1,1,1,26,1,2,1,1,3,2,2,2,2,2,3,2,1,2,2,2,2,"Michigan",0
"14809",260266,26,4013,42.38022222,-84.35535833,3,3,6,5,16,4,0,12,0,1,1,0,1,1,1,1,26,1,2,1,1,2,2,2,2,2,2,3,2,2,2,2,2,2,"Michigan",0
"14810",260267,26,3665,42.57356111,-82.84076111,2,2,6,4,18,4,0,12,0,1,1,0,1,1,1,1,26,1,2,2,1,2,2,2,1,2,2,2,2,2,1,2,2,2,"Michigan",0
"14811",260268,26,2980,43.06298889,-83.86233889,2,2,6,6,6,6,0,12,0,3,2,0,1,1,10,1,26,2,2,1,1,2,2,1,2,2,2,1,2,2,2,1,2,2,"Michigan",1
"14812",260269,26,2535,43.46573889,-83.95624722,1,1,6,3,22,4,0,23,0,1,1,0,4,2,1,1,26,1,2,2,1,1,2,1,2,2,2,3,2,2,2,2,2,2,"Michigan",1
"14813",260270,26,4854,41.88342778,-86.05884722,1,1,5,6,16,4,0,42,0,1,1,0,4,1,1,1,26,1,2,1,1,1,2,2,2,2,2,3,2,2,2,2,2,2,"Michigan",0
"14814",260271,26,3392,42.76076667,-82.92426667,2,2,6,7,11,4,0,12,0,1,1,0,1,1,1,2,26,1,2,1,2,2,2,2,2,2,2,3,2,2,2,2,1,2,"Michigan",0
"14815",260272,26,2997,43.05097222,-83.64159167,2,2,6,6,1,6,0,8,0,1,1,0,1,3,1,2,26,2,2,2,1,1,2,2,1,2,2,1,2,2,2,1,2,2,"Michigan",1
"14816",260273,26,2940,43.08165556,-86.22033611,1,1,6,5,23,6,0,33,0,1,1,0,4,3,10,1,26,2,2,2,1,1,1,1,2,2,1,2,2,2,2,2,2,2,"Michigan",0
"14817",260274,26,3900,42.42974167,-83.23334722,4,4,6,1,17,6,0,12,0,2,2,0,1,1,10,2,26,2,2,1,2,2,1,1,2,2,1,3,1,2,2,2,2,2,"Michigan",0
"14818",260275,26,4349,42.19827778,-83.24013611,1,1,6,2,4,6,0,8,0,1,1,0,1,3,1,1,26,2,2,2,2,1,2,2,1,2,2,2,2,2,1,2,2,2,"Michigan",0
